Series,Movie,Critic Review
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Character and personality take a back seat on this ride.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"This is just another 3D cash grab by George Lucas. If you didn't like the film before, you won't like the film now."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The Force may not be strong in this episode, but it's there."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Anyone hoping the 3D would make-up for the film's many shortcomings, will probably continue to feel cheated by the first Star Wars prequel."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,We don't want to remember it's pretty bad. Then we do.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Has a film director ever induced such terrible performances from such great actors? Liam Neeson - wooden, Ewan McGregor - monotone and the Oscar winning Natalie Portman - a speaking alarm clock!"
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"It hardly needs to be said that the 3D conversion here is nothing more than proficient, that it adds nothing and actually takes away some of the clarity and vividness of the film's varied colour palette."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Darth Maul is back, this time waving his wand in 3D. ""Star Wars Episode I: The Phantom Menace"" was poorly received by critics when it debuted, so does it fare any better with its new up-conversion? Not really. Paul Chambers, CNN."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,This is really only for the hardcore fans and kids.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,It's a nifty enough film that's entertaining but not comparable to the original 'Star Wars.'
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"It's cinematic junk food, the pernicious effect of which had already set in long before this film came out."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The Phantom Menace is, at best and worst, a mediocre film-a boring adventure undermined by anemic political theatrics and the rusty artistic tastes of its maker."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,The 3D conversion on this film is one of the best I've ever seen... and that's what makes it worth paying some extra money to see it again in the theater.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"""Star Wars: Episode 1 -- The Phantom Menace"" got dismissive reviews in 1999, and it deserves the same today. But you probably know that."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"You realize how much humor Harrison Ford brought to things; without him, at times the movie itself feels frozen in Carbonite."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The Phantom Menace, in any number of dimensions, is an exercise in disappointment, a film filled with enough callbacks to the first trilogy to remind you about what you loved about them without adding much of note in all the new material."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Naturally, if you already despise everything George Lucas touches, well, these aren't the droids you're looking for. It's more of a 3D party for fans and admirers, playing to the convinced with a conversion."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,You may never experience this or any Star Wars movie as a cinematic experience ever again. Especially not in theater.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The 3D conversion isn't going to change your opinion on the movie or give you a whole new moviegoing experience, but it's not bad either."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Oh George, why?"
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The special effects are something to see in 3D, but don't listen too closely to the screenplay or try to work out who is who."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"A pop-culture calamity, a soulless, passionless film whose only real effect was to smudge the happy memories of the three originals."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"For the most part, the sludgy re-processing of the original leaves everything looking as if it was lensed through a wet, worn sock. Only one sequence -- the epic pod race on the planet Tatooine -- goes close to making any worthwhile use of the 3D format"
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,The only plus point is introducing newbies to the big-screen Star Wars experience -- if the 3D price is right for you.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Still unsure of the basic mechanics of the plot, drags in places and that Binks chap wasn't just a bad dream, but when it soars, it soars."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,The added visual depth does little to disguise quite how flat everything in between is.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,I will say this: the time and money they spent working on this post-conversion is evident in the final result. It is technically very impressive.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,The Phantom Menace's fleeting pleasures aren't even table scraps to my inner child.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The under-utilised 3D adds little to this prequel, which only serves as a sore reminder of the brilliance of the original films."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"It's difficult to discern precisely where this all went wrong, and even more difficult to speculate about possible improvements."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Kid-centric but violent prequel lacks energy of originals.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Honestly, I had a decent time."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Is it ironic or just par for the course that the most technologically radical FX film ever made would also be the most egregiously regressive blockbuster imaginable?
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Episode One lacks a lot of the heart the original series embraced
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The special effects are some of the most dazzling and amazing ever seen on the big screen. In addition, the acting is excellent."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Clearly there is something wrong with a film, when the loudest applause occurs as the curtain goes up, in anticipation of, rather than response to, what is being seen."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The visuals are indeed eye-popping, but I was left with no vested emotional tie to either story or characters."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The horror of Jar Jar Binks aside, there's plenty in Episode I to keep us entertained."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"It's still a galaxy far, far away, and it still looks like nothing we've ever seen before."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Charmless, sexless, passionless and robot-humoured, it's preposterously uninvolving."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,It's good to have Star Wars -- any Star Wars -- back after such a long time; and it's worth seeing.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Despite a shaky start and the presence of questionable elements throughout, by the time it arrives at its finale The Phantom Menace has won its place alongside the original Star Wars trilogy."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Lucas has protected his multibillion-dollar franchise by making a film targeted at children. It gives them exactly what they want--eye candy that moves at light speed.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,What's important to remember is that the better moments don't merely balance out the weaker ones - they topple them.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"What is most striking about Lucas' movies -- all his movies, including THX 1138 and American Graffiti -- is a sort of startling obviousness."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,I must take issue with the intense backlash from other critics against the film.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,No film made could measure up to the avalanche of buzz and craziness surrounding this release. There is plenty of both good and bad news here.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,I enjoyed the film and feel that it established the foundation for many story elements that were curiously unexplained in the previous trilogy.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"As an artist, Lucas is lacking, but as a businessman he knows his stuff."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Film franchises come and go all the time in Hollywood, particularly in science-fiction circles, but the Force is still strong in this one."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"There are no romance, no humor, ultimately nobody to care about in this oddly sterile movie."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Lucas' films might not be very deep, but they're very complex and involving in a comic book kind of way."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Even with a pretty rotten crust the toppings are still delicious.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,The movie's visual artstry amazed me.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"It exactly has the same strengths and weaknesses as the original three, plus breathtakingly spectacular visual design and special effects."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Lucas at his visionary best and at his maddening worst.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The movie has no heart, dark or otherwise, only state-of-the-art accouterments."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"It does the job just fine. That job, as director George Lucas freely admits, is quite simply to thrill the beating hearts and the inquiring minds of 12-year-old boys."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Lucas has fashioned a fascinating pluriverse of outer space works filled with strange and amazing creatures and special effects.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"A murky, talky prequel that emphasises all the series' weakest elements rather than its strongest ones."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,It's not perfect ... but it's still fantastic.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The Phantom Menace opened to the exact same complaints as its now canonical predecessor. Only this time, its very real assets have been almost completely dismissed."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"as a film it's a warmed over, albeit technically superior, rehash of sights and concepts we've seen before."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"...not in the same league as the original Star Wars. But, then, it was never meant to be."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"An often deliriously exciting adventure, hitting the target audience of 10-year olds and satisfying long-time fans."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,It's a scam.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Overwhelmed by digital effects and watered down for children... the narrative structure is just awful
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The visual imagery comes off the screen in leaps and bounds, and it allows Lucas the freedom to construct intricately detailed action sequences that put the audience right in the action."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Let the movie speak to the child inside you -- the child that is still optimistic and that still believes in magic.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"It sustains the gee-whiz spirit of the series and offers a swashbuckling extragalactic getaway, creating illusions that are even more plausible than the kitchen-raiding raptors of Jurassic Park."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,A testimony to how far special effects have come.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Not bad for a toy commercial, and the SF settings, however familiar, are even more impressive than the gadgets and beasties."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,I can't convey the essence of the plot because I wasn't clear about it even as it was happening.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Who would have guessed that The Phantom Menace would be so incoherent, so completely bereft of a grand adventure's surging thrills?"
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,There is a sense of discovery in scene after scene of The Phantom Menace.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"A great work from a greater director, and a blockbuster of quite the most swashbuckling kind."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"A breathless, exciting family movie with a couple of truly memorable sequences, and just enough in the way of story and character to keep the franchise going for another 20 years."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Story. Character. They used to mean something to George Lucas.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,An absolute disaster!
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,This film has a strange air of nada about it.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Eye candy isn't a reward in and of itself -- it has to be backed by substance.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Being amazed has never been this boring.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Spectacular yet remote.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Joyless, overly reverential and impenetrably plotted!"
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Everything seems to have been doubled.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The story was well told, the characters were for the most part nicely drawn, and the action was phenomenal."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,A very pleasing technical accomplishment.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,The Phantom Menace proves that Lucas still knows how to capture the imagination of young and old.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,I wish Phantom Menace was a better film. The bones of a great film are there. But there's no beating the sense of hope and adventure and honest-to-goodness wonder that shines through.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The special effects are as awesome as you would expect, and this is an extremely slick production."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"There is nothing in this noisy, overdesigned bore to equal the excitement generated by the mere idea of the trailer."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"With ripping action, oddball aliens and three times the digital effects of any previous movie, The Phantom Menace generally lives up to the most eager anticipation of any movie since Gone With the Wind."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Lucas has gotten rusty, and it shows in quite a few places. But he still has the heart of a visionary, and when that shines through, The Phantom Menace is a wonder to behold."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,It's got everything you've hoped for -- in gigabytes.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The John Williams score is dynamite, the sound is brilliant, the pictures are richly detailed and ferociously eye-popping!"
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Was I disappointed? A little. Am I going to see it again? Yes. Two more times? Probably.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"This entry into the Star Wars saga does the originals justice in terms of heart, action, and fun."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"This is a film made for the fans. On that level, it doesn't disappoint."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Like a giant anchor in a sea of scattered Hollywood myths, Phantom Menace --the mere making of it -- promises viewers a point of reference of biblical proportions."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,An old-fashioned epic and like epics of yore it supplies its audiences with enough spectacle and awe.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Visually dazzling, inventive beyond imagining and full of resonant detail that recalls stories told or hints at those to come!"
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"It's wholesome and enjoyable entertainment for kids, rather than the slap in the face a truly bad movie would have been, but the fans deserve more."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Lucas has proved he has the Naboos to pull it off again.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,[Lucas] ought to spend more time on story and less time crunching binaries.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"More shrewd showman than a great filmmaker, Lucas employs these effects to create a total fantasy universe."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Wait till it's out on video. Then borrow it.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,It is an understatement to say that the movie is a disappointment; it is the disappointment of the millennium.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"If I had to pick six words to describe this movie, they would be, 'too busy, too silly, no mystery.'"
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Too bad writer-director Lucas left out the gee-whiz enthusiasm of the original movies. He also left out memorable characters. He left out the fun.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"It's an extremely enjoyable movie, blending imagination with technology and creating visual eye candy, wrapped up in a lightweight but enjoyable story."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Star Wars of the next generation!
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"At times this science-fiction adventure is thrilling, and it is also touching and even has its share of silly moments."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The actors are wallpaper, the jokes are juvenile, there's no romance, and the dialogue lands with the thud of a computer-instruction manual."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"With Phantom, Lucas has brought the series to the brink of total artificiality, the future as a video game."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Many of the scenes feel shapeless and flat-they're not ended, but abandoned."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Incomplete, but still fun."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"I warn you, I'm gonna continue whining about the movie. Just keep in mind that I liked it."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Far from a shattering blow to my faith in Star Wars, I believe that in time these new films will only make it stronger."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Finally someone has crossed the line where reality and fantasy are indistinguishable.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Creating a so-called modern legend, droning on about The Force and all the rest of it, is no substitute for the full engagement of our senses."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Lucas has made a deal with the devil, trading strong characterization and narrative for visual indulgence and verbal convolution."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Geared more to video-game fans than to grown-up moviegoers who remember when the best fantasy films had grander ambitions.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,The Phantom Menace takes twists and turns you don't expect.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Lucas' directorial attention is clearly not focused on the cast, most of whom seem slightly adrift."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Everything about this film is so mechanical you wonder if it was written, directed and acted by 'droids.'"
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,What's missing from George Lucas' heralded return to the screen is . . . sex.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,You keep looking for the emotional center of the movie and never find it.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"I'd have to say it's a better picture than Return of the Jedi while falling into the same third-act trap of juxtaposing a terrific swordfight with boring, slapstick scenes of combat."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,George Lucas is a wizard at populating a world with everything but people.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"In special effects, Lucas has moved a galaxy beyond. In energy, not yet."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Only time will tell if this movie deserves to be connected to the last three episodes, or, for that matter, if the final three episodes deserve to be connected to this one."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,It actually undoes some of the myth and magic that the first three movies forged in the hearts and minds of millions of movie lovers.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,This movie is a perfect example of why the word 'eye-candy' was invented.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,I'm glad I saw this movie. You'll be glad you did too. It's an amazing adventure into technology and glitz.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"This installment... may not be the best in the series, but it certainly has its share of rewards. To enjoy the production, do your best to forget all the hype and just let the movie wash over you."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,This Star Wars engages by its sheer variety of characters.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Thoroughly entertaining!
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Pure adventure!
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Delivers exactly what every kid of any age wants: wows. And plenty of them!
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,It's slow. Its characters are anorexic. The dialogue is mostly forgettable. Jake Lloyd delivers something short of an exciting performance.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Packed with creative characters and breath-taking action sequences.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The technology is state-of-the-art, but the people around it are far from state-of-the-heart."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,The lack of emotion is glaring.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,This isn't a film that will change history the way the first Star Wars did 22 years ago.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Phantom had me from the moment it touched down on Naboo.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Phantom Menace is unlikely to convince folks who waited in ticket lines for weeks that they made the right choice.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,This isn't so much a movie as a two-hour special-effects demonstration reel.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,The force is gone and George Lucas apparently has no idea where he left it!
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Even without aliens, though, the humanity in Phantom Menace would still be hard to find."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,The perfect movie for families!
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"To pull a switch on Obi-Wan, I have a good feeling about this."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,The biggest letdown since the Clinton presidency!
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,This pumped-up prequel is an essential history lesson fueled by a numbing sense of magic and myth.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,It's well-made and entertaining!
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,The Star Wars series is back with all of its virtues intact.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,This is a franchise in deep spiritual trouble.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"A vigorous, romping, hugely entertaining movie!"
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,A solar bore!
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"It is neither captivating nor transporting, for it lacks any emotional pull, as well as the sense of wonder and awe that marks the best works of sci-fi/fantasy."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Perhaps Lucas has become too lost in his mastery of computer-generated effects and digital sound to remember that creativity in the movies is not just a technical thing.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"For now, The Phantom Menace is a phantom movie, the merest hint of a terrific saga that the final two episodes of the new trilogy may reveal. At least, that's what we, and Hollywood, want to believe. Hype, after all, is just moviespeak for hope."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Exceptionally well-made, highly imaginative."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"A highly entertaining and visually breathtaking movie, capable at times of rocking and delighting you."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"After waiting 16 years for the overture to this epic saga, this is what we get? An in-progress trade war?"
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Every scene teems with energy and speed, and the basic good-evil struggle at the core of the plot deepens and darkens."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The computer-generated creatures and characters are splendid, the kingdom of Naboo is a colorful paradise, and Trish Biggar's costume designs for Queen Amidala lets young actress Natalie Portman shine in her regal best."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Star Wars: Episode I -- The Phantom Menace seems designed more as a promotion for Lucasfilm's billion-dollar merchandising concerns than a meaningful chapter in the Star Wars canon
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Outstanding!
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Too busy and talky by half, overpopulated by a baffling array of aliens and robot 'droids,' The Phantom Menace fails to engage the audience in its mythic quest `to restore balance to the Force.'"
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"It's a kiddie movie rejiggered for childish grown-ups, of whom there are enough to make it a hit."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The end result looks like a great video game, but is as cold and emotionless as the computers that spit it out."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The wow-factor action is irresistible, and Lloyd is no less appealing than '60s Disney star Kevin Corcoran."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Even without the pre-release hoopla, The Phantom Menace would be a considerable letdown."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Liam Neeson and Ewan McGregor give great performances as the pair of Jedi knights we follow throughout the tale.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"It isn't the best in the series, but it delivers about what you would expect."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Still, you have to see it, don't you? I know I did, and I'm glad I did. But I can honestly say I was never really entertained."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Deeply flawed and occasionally inept, The Phantom Menace strikes me as no better--but not necessarily lessor--than any of the previous Star Wars movies."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"A film that not only couldn't stand up to the hype monster, but also couldn't stand up to multiple viewings."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"This time, the Force wasn't with him."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,Not only is it a fanciful phenomenon but it's also the most eye-popping spectacular special-effects picture ever made as George Lucas integrates the fantasy of computer imagery with reality.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Not a great film, but it is magical and majestic."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"The result is an adventure that feels...well, Forced."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Is it fun? For the most part, yes. Is it a life-changing experience? Only if you reach puberty, give birth or die while watching it."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"Flawed as it is, The Phantom Menace captured my imagination and I enjoyed it."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"It works as an action flick, visually eye-popping and often paralyzingly exciting; it also works as an elicitor of memories, a piece of exquisite nostalgia."
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,It's a frenetic visual feast indeed; there's nothing quite like it in the galaxy.
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,"By purporting to be yet-another-episode in a larger saga it has franchised itself, a thought that is sure to get the critical bile rising"
Star Wars,STAR WARS: EPISODE I - THE PHANTOM MENACE,I could still have enjoyed it if only there were actors or characters strong enough to stand out against this computer enhanced backdrop.
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"... for me, it is definitely an improvement over the childish and irregular first episode."
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"So what else works, besides [Ewan] McGregor's performance? Darn little, even compared to The Phantom Menace."
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"His characters, as is now his norm, are plastic puppets, even in the confectionary love scenes. Most of their dialogue is so doughy that it could be spooned into comic-strip balloons. Lucas simply has no interest in these people."
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,As perpetually uneven as its underwhelming predecessor...
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"The film is touching, spectacular and surprisingly coherent. It also has something the others lacked entirely: old-fashioned charm. This time, The Force is with us."
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,The technical wizardry of the action scenes are ultimately more important than the story and reason enough for nonbelievers to see and enjoy the movie.
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,Easily the most polarizing Star Wars film -- all but 5% of the fan base loathes Phantom Menace -- Attack of the Clones remains the most underrated entry in the saga.
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,Attack of the Clones is indeed a pleasant surprise. It's fine.
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"All in all, no one gets anything to do here."
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"Attack Of The Clones lacks the light heart of the ""old"" trilogy but this deliberate throwback to matinee movie serials is still fun."
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"On points, this beats the underwhelming Episode I: more action, less politics and better gags."
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"It's the sheer scale of the storytelling that makes this episode superior to its immediate predecessor, and then of course there's the look of the movie. The production design is superb, with a real sense of cinematic wonder."
